Name,Downloads
quail,1066
share-to-cubox,1063
emacs-text-editor,1063
lskypro-auto-upload,1060
obsidiosaurus,1060
hackerone,1057
lds-scriptures-reference,1055
markdown-sync-scroll,1051
wikidata-importer,1050
micro-templates,1045
ai-editor,1039
pivotal-tracker-integration,1034
url-display,1033
reflection,1028
fill-in-the-blank,1026
poker,1021
codename,1020
flashcard-gen,1019
nostr-writer,1014
lilypond,1011
touchbar-macros,1010
tolino-notes-import,1006
codestats,1002
wallabag,1002
rofi-helper,1001
laws-of-form,991
speech2text-helper,983
tenki,978
finnish-spellcheck,977
pubscale,972
exercises,972
window-collapse,971
source-scanner,969
waka_time_box,969
tag-page-md,967
harpoon,966
archwiki-reader,965
floccus-bookmarks-to-markdown,960
mdx,952
apl-render,950
html-tabs,921
dida-sync,916
gnome-terminal-loader,905
change-case,902
auto-literature,891
vocabulary-cards,880
timer,874
mlir-syntax-highlight,809
inline-math,772
postfix,758
js-engine,758
mtg-card-links,756
just-share-please,747
content-linker,746
cardify,744
eml-reader,734
canvas-send-to-back,734
size-history,731
writeas-publisher,722
share-to-notionnext,719
battlesnake-viewer,704
merge-notes,697
codeblock-template,688
moviegrabber,683
calctex,673
template-search-library,667
sets,658
pickly-page-blend,652
swiss-army-knife,645
anki-sync-plus,641
timetracker,639
text-conversions,638
collapse-node,631
eleven-labs,625
oin-gotoheading,625
potato-indexer,603
modalforms,597
send-to-ghost,570
remotely-secure,570
expiration-date-tracker,569
gpg-crypt,562
copy-metadata,554
sync-contacts-macos,551
geocoding-properties,551
text-transform,534
auto-archive,534
recipe-view,530
qb-reader-parser,521
obsidian-vega,519
magic-calendar,516
todotxt-codeblocks,507
table-checkboxes,500
next-link,499
palta-note,481
file-property-enhancer,479
screengarden-obsidian,473
multi-properties,471
contentful-publisher,462
wrangle-todos,449
qiniu-image-uploader,440
fold-anywhere,386
digital-paper,375
tracker-plus,364
chat-with-bard,361
permalink-opener,355
teleprompter,354
timeline-view,343
typing,314
treefocus,275
enhance-youtube-links,265
image2latex,258
homework-manager,254
s3-attachments-storage,249
scholar,248
fountain-editor,228
file-tree-generator,218
lunar-calendar,213
inline-encrypter,211
json-table,209
mini-vimrc,207
tag-project-odaimoko,204
idorecall,203
daily-note-pinner,202
tistory,201
backlink-cache,200
halo,198
favorite-note,197
rescuetime,194
tag-breakdown-generator,177
auto-filename,177
frontmatter-generator,174
csv-codeblock,173
abbreviations,165
reclipped-official,162
improved-random-note,160
global-markdown-encrypt,158
discord-message-formatter,154
title-generator,154
jira-linker,152
canvas-llm-extender,151
studier,148
md-image-caption,148
gladdis,141
auto-reading-mode,135
archive-to-single-note,133
sync-to-xlog,128
remove-empty-folders,120
mochi-cards-pro,119
linkding-importer,116
metal-archives,115
nothing,114
hexo-auto-updater,113
moon-server-publisher,111
tistory-publisher,108
slackify-note,88
timestamp-link,34
auto-hide-cursor,33
keyword-highlighter,26
vocabulary-highlighter,22
zhongwen-block,10
